"SESSIONID","EXERCISEID","SETS","REPS","WORKOUT"
18803,3,5,18,"Barbell curls"
18804,4,5,17,"Close-grip bench press"
18805,25,5,16,"Preacher curls"
18806,30,4,15,"Decline cable crossovers"
18807,55,5,22,"Leg curls"
18808,34,5,22,"Towel pull-up"
18809,17,3,20,"Leg extensions"
18810,52,4,23,"Close-grip bench press"
18811,23,4,23,"Wrist extension"
18812,27,4,24,"Face pulls"
18813,36,4,15,"Seated calf raises"
18814,9,4,20,"Seated calf raises"
18815,6,4,18,"Bent-over lateral raises"
18816,37,5,25,"Donkey kicks"
18817,30,4,16,"Close-grip bench press"
18818,34,4,18,"Leg extensions"
18819,11,3,5,"Wrist extension"
18820,24,4,15,"Standing calf raises"
18821,25,5,25,"Decline dumbbell flyes"
18822,35,3,30,"Bicycle crunches"
18823,47,4,17,"Pull-ups"
18824,26,5,16,"Bird dog"
18825,7,5,18,"Seated calf raises"
18826,46,4,23,"Bicycle crunches"
18827,53,4,17,"Russian twists"
18828,2,4,21,"Russian twists"
18829,5,4,19,"Cable crossovers"
18830,3,5,25,"Barbell squats"
18831,34,4,16,"Bicep Curls"
18832,53,5,17,"Skull crushers"
18833,45,5,17,"Hyperextensions"
18834,44,4,15,"Hammer curls"
18835,2,3,12,"Close-grip bench press"
18836,7,5,16,"Leg curls"
18837,45,5,19,"Decline cable crossovers"
18838,21,5,23,"Chest flyes"
18839,22,4,19,"Leg raises"
18840,25,4,15,"Plate pinch"
18841,44,4,22,"Close-grip bench press"
18842,21,5,20,"Barbell rows"
18843,5,4,15,"Close-grip bench press"
18844,47,4,19,"Triceps dips"
18845,50,5,18,"Barbell squats"
18846,28,4,25,"Seated cable rows"
18847,6,4,24,"Crunches"
18848,33,5,25,"Dumbbell rows"
18849,20,4,15,"Lateral raises"
18850,49,5,16,"Crunches"
18851,54,4,18,"Seated cable rows"
18852,8,4,17,"Wrist extension"
18853,38,4,17,"Incline dumbbell flyes"
18854,10,5,16,"Bird dog"
18855,15,3,12,"Dumbbell front raises"
18856,30,4,24,"Wrist curl"
18857,52,4,25,"Decline cable crossovers"
18858,16,5,22,"Bicep Curls"
18859,25,5,15,"Leg press"
18860,29,4,22,"Triceps pushdowns"
18861,45,4,21,"Pull-ups"
18862,16,5,16,"Barbell squats"
18863,7,4,16,"Incline dumbbell flyes"
18864,47,5,19,"Dumbbell front raises"
18865,7,5,17,"Plank"
18866,52,4,25,"Lateral raises"
18867,24,3,12,"Donkey kicks"
18868,53,4,23,"Incline dumbbell flyes"
18869,41,5,24,"Overhead triceps extensions"
18870,36,5,23,"Leg raises"
18871,14,4,20,"Preacher curls"
18872,39,5,25,"Incline cable crossovers"
18873,53,4,24,"Concentration curls"
18874,10,4,23,"Leg curls"
18875,31,4,16,"Pull-ups"
18876,49,4,22,"Preacher curls"
18877,25,5,19,"Standing calf raises"
18878,55,4,15,"Romanian deadlifts"
18879,1,5,23,"Seated calf raises"
18880,21,5,15,"Face pulls"
18881,37,4,15,"Seated cable rows"
18882,6,5,25,"Seated cable rows"
18883,49,5,18,"Decline cable crossovers"
18884,2,4,20,"Wrist extension"
18885,2,5,16,"Cable crossovers"
18886,21,4,15,"Plate pinch"
18887,50,4,18,"Dumbbell flyes"
18888,38,4,15,"Dumbbell rows"
18889,28,4,21,"Lateral raises"
18890,44,5,21,"Overhead triceps extensions"
18891,3,5,25,"Chest flyes"
18892,19,4,19,"Seated calf raises"
18893,54,4,22,"Pull-ups"
18894,7,5,16,"Incline dumbbell press"
18895,13,4,15,"Concentration curls"
18896,52,5,16,"Leg curls"
18897,19,5,17,"Barbell hip thrusts"
18898,44,4,17,"Military press"
18899,38,5,22,"Barbell squats"
18900,32,5,20,"Donkey kicks"
18901,28,4,15,"Bicycle crunches"
18902,51,5,17,"Incline cable crossovers"
18903,21,4,20,"Leg press"
18904,2,5,21,"Leg raises"
18905,55,5,22,"Pull-ups"
18906,14,4,24,"Russian twists"
18907,54,5,18,"Hanging leg raises"
18908,53,5,25,"Skull crushers"
18909,23,5,23,"Seated calf raises"
18910,54,5,22,"Concentration curls"
18911,15,4,18,"Incline dumbbell press"
18912,17,5,25,"Overhead triceps extensions"
18913,11,5,22,"Decline dumbbell flyes"
18914,48,5,20,"Preacher curls"
18915,53,5,23,"Towel pull-up"
18916,28,5,15,"Close-grip bench press"
18917,46,4,23,"Barbell hip thrusts"
18918,7,4,25,"Triceps dips"
18919,35,4,24,"Bird dog"
18920,28,4,25,"Military press"
18921,34,4,18,"Skull crushers"
18922,55,5,18,"Barbell rows"
18923,6,4,24,"Hammer curls"
18924,5,4,20,"Leg extensions"
18925,7,5,21,"Wrist extension"
18926,4,3,10,"Triceps pushdowns"
18927,37,4,18,"Close-grip bench press"
18928,2,5,19,"Preacher curls"
18929,25,5,18,"Hammer curls"
18930,11,5,15,"Face pulls"
18931,43,5,18,"Triceps pushdowns"
18932,26,4,16,"Plank"
18933,3,4,16,"Face pulls"
18934,36,4,23,"Wrist extension"
18935,42,3,15,"Donkey kicks"
18936,18,5,17,"Bird dog"
18937,24,4,22,"Bicycle crunches"
18938,1,5,25,"Preacher curls"
18939,15,5,22,"Plank"
18940,17,4,24,"Preacher curls"
18941,4,5,16,"Decline cable crossovers"
18942,44,4,15,"Decline dumbbell flyes"
18943,24,5,20,"Plate pinch"
18944,5,4,19,"Decline cable crossovers"
18945,16,4,24,"Triceps pushdowns"
18946,26,4,23,"Leg curls"
18947,32,5,24,"Decline dumbbell flyes"
18948,19,4,24,"Hyperextensions"
18949,55,4,20,"Incline cable crossovers"
18950,38,5,16,"Barbell curls"
18951,36,5,15,"Wrist curl"
18952,4,4,15,"Crunches"
18953,32,4,23,"Bent-over rows"
18954,36,5,20,"Leg press"
18955,31,4,16,"Barbell squats"
18956,35,4,24,"Seated calf raises"
18957,18,5,16,"Bird dog"
18958,11,5,18,"Leg press"
18959,35,5,24,"Leg curls"
18960,54,4,22,"Triceps pushdowns"
18961,53,4,19,"Seated cable rows"
18962,18,4,25,"Hammer curl"
18963,13,5,15,"Hammer curls"
18964,40,5,19,"Fat grip dumbbell curl"
18965,45,4,19,"Skull crushers"
18966,36,5,15,"Seated cable rows"
18967,19,5,17,"Leg extensions"
18968,38,4,17,"Face pulls"
18969,22,4,15,"Barbell rows"
18970,40,5,19,"Pull-ups"
18971,41,5,22,"Seated calf raises"
18972,52,5,22,"Barbell rows"
18973,53,3,12,"Cable crossovers"
18974,53,4,15,"Dumbbell rows"
18975,44,4,10,"Seated calf raises"
18976,10,4,23,"Barbell squats"
18977,12,5,17,"Dumbbell flyes"
18978,51,5,15,"Towel pull-up"
18979,30,5,22,"Leg extensions"
18980,49,5,16,"Bent-over lateral raises"
18981,52,5,21,"Plate pinch"
18982,33,5,21,"Plate pinch"
18983,40,5,17,"Decline dumbbell press"
18984,52,4,15,"Dumbbell rows"
18985,15,5,22,"Close-grip bench press"
18986,20,4,17,"Bicep Curls"
18987,19,4,23,"Seated cable rows"
18988,47,5,21,"Donkey kicks"
18989,50,4,22,"Plank"
18990,22,5,18,"Military press"
18991,21,4,23,"Face pulls"
18992,1,4,18,"Incline cable crossovers"
18993,47,4,23,"Dumbbell front raises"
18994,37,5,24,"Decline dumbbell press"
18995,39,4,25,"Bent-over rows"
18996,19,5,23,"Dumbbell curls"
18997,30,5,16,"Plank"
18998,49,4,20,"Close-grip bench press"
18999,5,4,17,"Incline dumbbell press"
19000,2,4,18,"Bent-over rows"
19001,22,5,16,"Bird dog"
19002,49,5,17,"Plank"
19003,45,5,20,"Military press"
19004,23,5,25,"Standing calf raises"
19005,3,4,15,"Chest flyes"
19006,36,5,22,"Lateral raises"
19007,32,4,18,"Bicep Curls"
19008,43,5,15,"Hammer curls"
19009,44,4,23,"Wrist extension"
19010,15,5,18,"Dumbbell rows"
19011,33,5,18,"Incline dumbbell flyes"
19012,54,4,25,"Hammer curls"
19013,7,5,16,"Barbell rows"
19014,46,4,16,"Dumbbell curls"
19015,18,4,18,"Seated calf raises"
19016,29,5,23,"Seated cable rows"
19017,53,5,17,"Dumbbell front raises"
19018,41,4,23,"Romanian deadlifts"
19019,28,5,22,"Bicep Curls"
19020,6,5,22,"Chest flyes"
19021,48,5,15,"Dumbbell curls"
19022,25,4,15,"Plate pinch"
19023,31,5,23,"Pull-ups"
19024,4,5,22,"Cable crossovers"
19025,40,5,19,"Triceps dips"
19026,11,5,25,"Bird dog"
19027,13,5,25,"Leg extensions"
19028,54,3,10,"Hyperextensions"
19029,29,4,16,"Bird dog"
19030,5,5,15,"Hyperextensions"
19031,17,5,17,"Hammer curls"
19032,32,4,21,"Plate pinch"
19033,20,4,21,"Crunches"
19034,2,4,16,"Pull-ups"
19035,46,5,17,"Leg raises"
19036,12,4,15,"Dumbbell rows"
19037,29,5,23,"Bird dog"
19038,44,5,22,"Close-grip bench press"
19039,3,4,23,"Military press"
19040,19,5,22,"Fat grip dumbbell curl"
19041,24,5,15,"Seated cable rows"
19042,45,5,22,"Chest flyes"
19043,28,4,24,"Hyperextensions"
19044,44,4,19,"Hyperextensions"
19045,55,4,23,"Dumbbell front raises"
19046,12,5,25,"Wrist curl"
19047,7,5,23,"Plank"
19048,4,3,8,"Seated calf raises"
19049,22,5,25,"Face pulls"
19050,46,4,21,"Donkey kicks"
19051,17,5,24,"Leg curls"
19052,2,4,19,"Incline dumbbell press"
19053,23,5,21,"Concentration curls"
19054,12,4,18,"Leg press"
19055,8,5,19,"Bent-over rows"
19056,6,5,19,"Wrist curl"
19057,42,4,19,"Incline dumbbell press"
19058,8,4,15,"Towel pull-up"
19059,4,5,19,"Romanian deadlifts"
19060,6,4,24,"Preacher curls"
19061,30,5,24,"Barbell squats"
19062,1,4,16,"Leg curls"
19063,49,4,24,"Russian twists"
19064,46,5,21,"Bird dog"
19065,52,5,15,"Chest flyes"
19066,52,4,23,"Preacher curls"
19067,7,5,22,"Bent-over rows"
19068,24,4,21,"Dumbbell curls"
19069,45,5,15,"Seated cable rows"
19070,16,4,15,"Donkey kicks"
19071,10,4,19,"Concentration curls"
19072,43,4,17,"Concentration curls"
19073,15,3,10,"Military press"
19074,29,5,17,"Close-grip bench press"
19075,8,4,19,"Towel pull-up"
19076,22,4,21,"Lateral raises"
19077,53,5,17,"Preacher curls"
19078,13,5,25,"Leg curls"
19079,52,4,18,"Incline dumbbell flyes"
19080,47,5,25,"Wrist curl"
19081,43,4,15,"Towel pull-up"
19082,5,4,17,"Fat grip dumbbell curl"
19083,32,5,15,"Bent-over lateral raises"
19084,47,5,22,"Hyperextensions"
19085,1,5,24,"Lateral raises"
19086,28,5,22,"Seated cable rows"
19087,12,5,24,"Triceps dips"
19088,26,4,16,"Decline cable crossovers"
19089,22,4,17,"Barbell rows"
19090,35,4,18,"Dumbbell flyes"
19091,18,5,24,"Leg press"
19092,12,4,25,"Seated calf raises"
19093,14,5,20,"Fat grip dumbbell curl"
19094,20,5,17,"Bent-over lateral raises"
19095,46,4,22,"Preacher curls"
19096,46,4,18,"Decline cable crossovers"
19097,14,5,24,"Triceps pushdowns"
19098,43,5,19,"Romanian deadlifts"
19099,40,4,19,"Bird dog"
19100,30,5,22,"Barbell curls"
19101,53,5,23,"Hammer curls"
19102,42,5,18,"Bent-over lateral raises"
19103,54,4,21,"Bent-over lateral raises"
19104,39,5,24,"Dumbbell front raises"
19105,49,3,10,"Standing calf raises"
19106,3,4,18,"Barbell hip thrusts"
19107,16,5,23,"Bird dog"
19108,44,5,16,"Romanian deadlifts"
19109,22,5,19,"Russian twists"
19110,13,4,23,"Cable crossovers"
19111,43,5,20,"Dumbbell curls"
19112,46,4,19,"Overhead triceps extensions"
19113,33,4,23,"Incline cable crossovers"
19114,13,4,21,"Chest flyes"
19115,14,4,22,"Fat grip dumbbell curl"
19116,50,4,25,"Plank"
19117,41,5,18,"Cable crossovers"
19118,15,5,16,"Triceps pushdowns"
19119,45,5,18,"Incline cable crossovers"
19120,46,4,20,"Seated cable rows"
19121,27,5,22,"Hanging leg raises"
19122,10,4,24,"Triceps pushdowns"
19123,26,4,19,"Bent-over rows"
19124,34,5,20,"Barbell hip thrusts"
19125,39,4,24,"Seated calf raises"
19126,8,5,16,"Bent-over rows"
19127,36,5,16,"Barbell hip thrusts"
19128,19,4,17,"Triceps pushdowns"
19129,38,4,21,"Hammer curls"
19130,37,4,25,"Hanging leg raises"
19131,31,5,20,"Crunches"
19132,16,4,17,"Cable crossovers"
19133,14,5,25,"Dumbbell flyes"
19134,44,5,23,"Wrist extension"
19135,4,5,18,"Seated cable rows"
19136,7,4,15,"Face pulls"
19137,11,4,24,"Close-grip bench press"
19138,50,4,16,"Triceps pushdowns"
19139,53,5,16,"Incline cable crossovers"
19140,37,5,16,"Wrist curl"
19141,25,4,22,"Plate pinch"
19142,6,5,17,"Barbell curls"
19143,30,4,16,"Close-grip bench press"
19144,51,4,20,"Dumbbell front raises"
19145,22,5,16,"Decline dumbbell flyes"
19146,4,5,23,"Pull-ups"
19147,9,5,22,"Preacher curls"
19148,1,5,17,"Plate pinch"
19149,2,4,16,"Bent-over lateral raises"
19150,14,4,21,"Plank"
19151,29,5,22,"Face pulls"
19152,24,5,21,"Dumbbell front raises"
19153,34,5,23,"Bent-over rows"
19154,20,4,24,"Crunches"
19155,13,5,22,"Lateral raises"
19156,35,5,19,"Bent-over lateral raises"
19157,39,5,16,"Barbell squats"
19158,44,4,21,"Dumbbell front raises"
19159,53,4,19,"Triceps pushdowns"
19160,25,5,22,"Plate pinch"
19161,30,5,19,"Barbell rows"
19162,55,5,25,"Bird dog"
19163,46,5,23,"Towel pull-up"
19164,39,4,17,"Hanging leg raises"
19165,10,4,24,"Triceps pushdowns"
19166,17,3,10,"Hanging leg raises"
19167,32,4,17,"Dumbbell rows"
19168,24,4,20,"Incline dumbbell press"
19169,43,4,15,"Military press"
19170,25,4,20,"Wrist curl"
19171,36,4,23,"Bent-over lateral raises"
19172,52,5,25,"Overhead triceps extensions"
19173,55,4,24,"Overhead triceps extensions"
19174,39,5,17,"Wrist extension"
19175,22,5,20,"Decline dumbbell flyes"
19176,50,5,22,"Leg curls"
19177,6,5,19,"Plank"
19178,13,4,23,"Dumbbell flyes"
19179,55,5,19,"Barbell squats"
19180,21,5,17,"Fat grip dumbbell curl"
19181,15,5,25,"Hanging leg raises"
19182,28,4,15,"Wrist extension"
19183,23,4,17,"Leg extensions"
19184,11,5,25,"Overhead triceps extensions"
19185,32,5,18,"Barbell hip thrusts"
19186,53,5,16,"Standing calf raises"
19187,15,4,21,"Bicycle crunches"
19188,36,5,21,"Cable crossovers"
19189,48,4,22,"Chest flyes"
19190,55,5,24,"Pull-ups"
19191,11,4,16,"Hyperextensions"
19192,3,5,24,"Incline cable crossovers"
19193,33,4,24,"Bicep Curls"
19194,36,5,23,"Standing calf raises"
19195,21,5,21,"Chest flyes"
19196,41,5,19,"Preacher curls"
19197,42,4,18,"Decline dumbbell flyes"
19198,24,4,22,"Bicep Curls"
19199,54,5,21,"Donkey kicks"
19200,34,4,16,"Dumbbell curls"
19201,31,4,23,"Incline dumbbell press"
19202,12,4,12,"Bicycle crunches"
19203,22,3,20,"Dumbbell rows"
19204,36,5,17,"Plank"
19205,54,4,19,"Standing calf raises"
19206,38,4,17,"Hanging leg raises"
19207,43,5,16,"Wrist curl"
19208,25,4,17,"Dumbbell flyes"
19209,40,5,17,"Concentration curls"
19210,39,3,15,"Barbell curls"
19211,44,5,17,"Bicep Curls"
19212,18,4,17,"Bent-over rows"
19213,24,5,22,"Barbell curls"
19214,32,5,20,"Leg curls"
19215,25,4,25,"Russian twists"
19216,42,4,16,"Dumbbell front raises"
19217,39,5,17,"Leg extensions"
19218,11,4,17,"Barbell curls"
19219,44,5,23,"Overhead triceps extensions"
19220,8,5,22,"Decline cable crossovers"
19221,36,5,25,"Pull-ups"
19222,18,4,16,"Military press"
19223,27,4,21,"Incline dumbbell press"
19224,50,4,19,"Russian twists"
19225,53,4,20,"Face pulls"
19226,34,4,21,"Skull crushers"
19227,17,4,22,"Russian twists"
19228,27,4,17,"Wrist curl"
19229,49,4,25,"Hyperextensions"
19230,33,5,16,"Leg raises"
19231,16,4,16,"Bent-over lateral raises"
19232,15,4,17,"Incline dumbbell flyes"
19233,46,5,25,"Incline dumbbell flyes"
19234,54,4,15,"Bicep Curls"
19235,14,3,5,"Leg raises"
19236,54,4,15,"Leg extensions"
19237,2,5,15,"Lateral raises"
19238,20,5,17,"Fat grip dumbbell curl"
19239,13,5,15,"Concentration curls"
19240,47,4,17,"Military press"
19241,18,4,25,"Bent-over rows"
19242,25,5,17,"Preacher curls"
19243,7,4,16,"Overhead triceps extensions"
19244,45,5,23,"Plate pinch"
19245,10,5,22,"Skull crushers"
19246,12,4,16,"Barbell hip thrusts"
19247,8,5,23,"Overhead triceps extensions"
19248,22,5,19,"Hyperextensions"
19249,12,4,25,"Wrist extension"
19250,52,4,15,"Barbell squats"
19251,25,4,25,"Wrist extension"
19252,5,5,16,"Barbell rows"
19253,33,4,15,"Triceps dips"
19254,39,4,22,"Hanging leg raises"
19255,19,5,22,"Hanging leg raises"
19256,5,3,15,"Wrist extension"
19257,40,5,23,"Decline dumbbell flyes"
19258,1,5,18,"Dumbbell curls"
19259,22,4,24,"Barbell squats"
19260,21,5,15,"Chest flyes"
19261,52,3,12,"Bent-over lateral raises"
19262,40,5,15,"Bird dog"
19263,31,4,19,"Leg extensions"
19264,11,4,17,"Leg extensions"
19265,37,5,16,"Incline dumbbell flyes"
19266,34,5,15,"Incline cable crossovers"
19267,48,4,25,"Military press"
19268,45,4,17,"Barbell rows"
19269,47,4,21,"Leg raises"
19270,2,5,21,"Concentration curls"
19271,22,5,17,"Dumbbell front raises"
19272,5,5,15,"Dumbbell flyes"
19273,41,4,15,"Face pulls"
19274,51,4,23,"Leg press"
19275,54,4,23,"Donkey kicks"
19276,18,4,18,"Hammer curls"
19277,4,4,21,"Bicep Curls"
19278,44,5,20,"Bird dog"
19279,55,5,21,"Dumbbell rows"
19280,40,5,25,"Dumbbell curls"
19281,8,4,19,"Lateral raises"
19282,40,4,20,"Bent-over rows"
19283,27,4,16,"Preacher curls"
19284,26,5,16,"Barbell squats"
19285,14,4,21,"Concentration curls"
19286,18,5,17,"Hyperextensions"
19287,6,4,25,"Barbell rows"
19288,6,4,15,"Military press"
19289,1,5,16,"Barbell rows"
19290,41,4,22,"Barbell curls"
19291,31,5,25,"Hammer curls"
19292,22,5,17,"Donkey kicks"
19293,40,3,15,"Bicycle crunches"
19294,22,5,23,"Crunches"
19295,42,4,17,"Donkey kicks"
19296,55,4,22,"Plate pinch"
19297,29,5,16,"Wrist extension"
19298,41,4,16,"Decline dumbbell flyes"
19299,54,5,16,"Crunches"
19300,5,4,24,"Close-grip bench press"
19301,6,5,19,"Bicycle crunches"
19302,26,5,22,"Leg raises"
19303,3,5,17,"Dumbbell front raises"
19304,15,4,10,"Barbell curls"
19305,4,4,25,"Romanian deadlifts"
19306,29,4,24,"Wrist extension"
19307,48,4,25,"Close-grip bench press"
19308,23,5,22,"Decline dumbbell press"
19309,51,5,15,"Plank"
19310,7,5,19,"Lateral raises"
19311,31,4,18,"Crunches"
19312,49,4,21,"Standing calf raises"
19313,9,5,15,"Bird dog"
19314,32,5,16,"Leg press"
19315,46,5,21,"Decline dumbbell flyes"
19316,19,4,17,"Barbell squats"
19317,23,5,18,"Leg raises"
19318,53,5,16,"Standing calf raises"
19319,53,5,22,"Plate pinch"
19320,49,4,21,"Lateral raises"
19321,4,5,22,"Bent-over rows"
19322,6,4,24,"Triceps dips"
19323,47,5,22,"Seated cable rows"
19324,29,3,12,"Incline cable crossovers"
19325,30,4,25,"Romanian deadlifts"
19326,42,5,16,"Plank"
19327,31,4,18,"Decline cable crossovers"
19328,39,3,10,"Concentration curls"
19329,34,5,21,"Plate pinch"
19330,48,4,16,"Hyperextensions"
19331,52,4,23,"Bicycle crunches"
19332,22,3,12,"Dumbbell front raises"
19333,8,5,24,"Concentration curls"
19334,49,4,17,"Dumbbell front raises"
19335,19,4,23,"Seated calf raises"
19336,26,4,18,"Bicycle crunches"
19337,2,5,24,"Decline cable crossovers"
19338,37,5,25,"Leg curls"
19339,6,5,21,"Preacher curls"
19340,38,5,23,"Triceps dips"
19341,52,4,23,"Leg extensions"
19342,40,5,20,"Bent-over lateral raises"
19343,46,5,25,"Hyperextensions"
19344,54,5,18,"Wrist curl"
19345,23,5,15,"Bird dog"
19346,19,4,22,"Plank"
19347,47,4,25,"Military press"
19348,36,5,18,"Bicycle crunches"
19349,9,4,21,"Dumbbell curls"
19350,45,5,25,"Close-grip bench press"
19351,1,5,17,"Hammer curl"
19352,45,4,20,"Leg press"
19353,5,5,21,"Seated calf raises"
19354,32,5,16,"Donkey kicks"
19355,3,4,24,"Chest flyes"
19356,14,5,15,"Leg press"
19357,7,5,20,"Lateral raises"
19358,40,4,20,"Crunches"
19359,40,5,22,"Decline dumbbell flyes"
19360,6,3,12,"Hammer curl"
19361,49,4,22,"Decline dumbbell press"
19362,1,3,5,"Chest flyes"
19363,45,4,18,"Barbell hip thrusts"
19364,16,4,24,"Crunches"
19365,33,4,16,"Incline dumbbell flyes"
19366,14,5,19,"Leg press"
19367,42,4,24,"Incline dumbbell press"
19368,54,4,18,"Barbell curls"
19369,22,5,22,"Triceps pushdowns"
19370,11,5,23,"Dumbbell rows"
19371,24,4,15,"Dumbbell front raises"
19372,7,3,20,"Seated cable rows"
19373,10,3,15,"Concentration curls"
19374,24,5,19,"Romanian deadlifts"
19375,45,4,20,"Hammer curls"
19376,28,5,22,"Incline cable crossovers"
19377,8,5,17,"Hanging leg raises"
19378,46,5,24,"Hyperextensions"
19379,52,4,24,"Barbell rows"
19380,20,5,20,"Barbell squats"
19381,26,4,19,"Seated calf raises"
19382,29,5,22,"Bicep Curls"
19383,4,4,15,"Barbell hip thrusts"
19384,21,4,19,"Barbell curls"
19385,29,5,18,"Barbell rows"
19386,52,5,23,"Barbell curls"
19387,35,5,25,"Bent-over lateral raises"
19388,43,5,20,"Military press"
19389,33,5,20,"Military press"
19390,49,5,25,"Close-grip bench press"
19391,5,5,23,"Russian twists"
19392,28,5,20,"Fat grip dumbbell curl"
19393,14,4,23,"Hammer curls"
19394,1,4,18,"Chest flyes"
19395,33,5,20,"Decline cable crossovers"
19396,38,5,17,"Donkey kicks"
19397,29,4,15,"Face pulls"
19398,39,4,16,"Seated calf raises"
19399,10,4,22,"Overhead triceps extensions"
19400,17,5,23,"Hammer curl"
19401,5,5,23,"Seated cable rows"
19402,36,4,19,"Leg extensions"
19403,36,4,24,"Military press"
19404,17,5,22,"Towel pull-up"
19405,37,5,24,"Hanging leg raises"
19406,12,5,16,"Barbell hip thrusts"
19407,42,4,18,"Hanging leg raises"
19408,10,5,24,"Cable crossovers"
19409,37,4,19,"Leg curls"
19410,42,4,8,"Bicep Curls"
19411,11,5,21,"Barbell curls"
19412,38,4,18,"Seated calf raises"
19413,33,5,20,"Decline dumbbell press"
19414,21,4,18,"Dumbbell rows"
19415,54,5,21,"Barbell hip thrusts"
19416,3,5,19,"Plate pinch"
19417,13,5,21,"Leg extensions"
19418,52,4,16,"Decline cable crossovers"
19419,16,4,23,"Decline dumbbell press"
19420,54,5,22,"Wrist extension"
19421,35,5,24,"Incline dumbbell flyes"
19422,21,4,20,"Military press"
19423,47,4,23,"Lateral raises"
19424,1,5,20,"Dumbbell curls"
19425,27,4,21,"Dumbbell curls"
19426,27,5,15,"Chest flyes"
19838,51,3,15,"Military press"
19839,47,4,21,"Dumbbell flyes"
19840,30,4,16,"Bent-over lateral raises"
19841,41,5,21,"Skull crushers"
19842,32,5,16,"Bent-over lateral raises"
19843,35,4,25,"Dumbbell front raises"
19844,55,4,20,"Crunches"
19845,30,4,18,"Leg press"
19846,31,5,15,"Wrist curl"
19847,14,4,25,"Skull crushers"
19848,38,4,20,"Incline dumbbell press"
19849,5,4,17,"Leg extensions"
19850,11,5,24,"Standing calf raises"
19851,31,4,19,"Lateral raises"
19852,47,4,23,"Barbell rows"
19853,31,5,19,"Face pulls"
19854,32,5,24,"Incline cable crossovers"
19855,19,4,17,"Seated cable rows"
19856,20,5,19,"Wrist curl"
19857,44,4,18,"Leg extensions"
19858,11,4,15,"Decline dumbbell flyes"
19859,37,4,22,"Lateral raises"
19860,44,5,16,"Seated calf raises"
19861,35,4,19,"Wrist curl"
19862,12,4,22,"Hammer curl"
19863,20,4,23,"Face pulls"
19864,50,5,24,"Plank"
19865,37,4,25,"Fat grip dumbbell curl"
19866,43,4,20,"Dumbbell flyes"
19867,16,5,22,"Dumbbell rows"
19868,27,4,16,"Hanging leg raises"
19869,53,4,19,"Bicycle crunches"
19870,23,4,24,"Romanian deadlifts"
19871,3,5,15,"Plate pinch"
19872,54,5,20,"Dumbbell rows"
19873,30,3,10,"Barbell hip thrusts"
19874,24,5,23,"Incline cable crossovers"
19875,4,4,17,"Crunches"
19876,25,4,20,"Russian twists"
19877,14,5,23,"Hammer curls"
19878,7,4,25,"Close-grip bench press"
19879,16,5,19,"Pull-ups"
19880,45,4,18,"Plank"
19881,36,5,21,"Hammer curls"
19882,1,4,19,"Incline dumbbell press"
19883,13,4,23,"Seated cable rows"
19884,22,4,25,"Wrist curl"
19885,28,4,16,"Wrist extension"
19886,4,4,19,"Incline cable crossovers"
19887,29,5,23,"Hyperextensions"
